1
安利老板死了！才56岁,吃了27年的纽崔莱，好讽刺！安利成冠3S系统创始人陈观田因肝癌56岁去世,干了27年安利,吃了27年纽崔莱, 安利大师超凡创办人王慈官.享年61岁。 安利网络21系统创始人吉米道南8月13日去世，65岁。用了安利产品四十三年。高科技萃取工艺破坏天然食物！真的不能乱吃保健品!（张京华）
[0.5481600761413574, 0.5179321765899658, 0.5161016583442688, 0.41267892718315125, 0.5736842155456543]
[0.47067442536354065, 0.5659961104393005, 0.43680188059806824, 0.3223862051963806, 0.5043275952339172]
[0.4487622082233429, 0.5716210603713989, 0.4600348174571991, 0.3031274080276489, 0.45275557041168213]
[0.4869810938835144, 0.5741806030273438, 0.4366385042667389, 0.3179442584514618, 0.5080258250236511]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.48057764768600464, 0.5636200904846191, 0.4464811384677887, 0.28562089800834656, 0.5235911011695862]
[0.4663650095462799, 0.5631164312362671, 0.43906310200691223, 0.30124321579933167, 0.4838223159313202]
[0.34466543793678284, 0.5425961017608643, 0.511875331401825, 0.4497832655906677, 0.4485396444797516]
[0.4819483458995819, 0.5479741096496582, 0.4401397705078125, 0.3112621009349823, 0.5137187838554382]
[0.49555298686027527, 0.570673942565918, 0.4313119649887085, 0.2879068851470947, 0.5146951675415039]
[0.5603966116905212, 0.5900357365608215, 0.4037734270095825, 0.262966513633728, 0.5490346550941467]
[0.5221194624900818, 0.570516049861908, 0.43136727809906006, 0.3100913465023041, 0.5081694722175598]
[0.467560738325119, 0.5643379092216492, 0.4345919191837311, 0.2955706715583801, 0.5239958763122559]
[0.5422282814979553, 0.5863180160522461, 0.40551844239234924, 0.2753317654132843, 0.556081235408783]
[0.3664727509021759, 0.554492712020874, 0.4789113998413086, 0.287409245967865, 0.4113079607486725]
[0.5451812744140625, 0.5856145620346069, 0.4114009737968445, 0.25663402676582336, 0.5725991725921631]
[0.5774304270744324, 0.6065936088562012, 0.41549786925315857, 0.2480234056711197, 0.5604559779167175]
[0.5557191967964172, 0.5834357142448425, 0.42985305190086365, 0.2670535147190094, 0.5558736324310303]
[0.48442116379737854, 0.5557356476783752, 0.45121702551841736, 0.344309002161026, 0.5077970027923584]
[0.495699405670166, 0.5758035778999329, 0.4478622078895569, 0.30798327922821045, 0.540004551410675]
[0.5193966627120972, 0.5677750706672668, 0.46378156542778015, 0.3624742925167084, 0.5243512392044067]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.549691379070282, 0.5871497988700867, 0.4130420386791229, 0.26551756262779236, 0.5281603336334229]
[0.5233561992645264, 0.5791393518447876, 0.4587688148021698, 0.31273069977760315, 0.5631036758422852]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5552852153778076, 0.5857468843460083, 0.4001559317111969, 0.27149248123168945, 0.5646634697914124]
[0.3259265720844269, 0.5369570851325989, 0.4818154275417328, 0.38996636867523193, 0.43352097272872925]
[0.5281453728675842, 0.5874950885772705, 0.4109903872013092, 0.2906995713710785, 0.5351095795631409]
[0.5138866901397705, 0.5694196820259094, 0.433704674243927, 0.29839879274368286, 0.5208596587181091]
[0.5229571461677551, 0.5850236415863037, 0.4232463836669922, 0.2766679525375366, 0.5290454626083374]
[0.48379552364349365, 0.5937032699584961, 0.41920071840286255, 0.2830924987792969, 0.4925927221775055]
[0.43766483664512634, 0.5397307276725769, 0.48245769739151, 0.37912824749946594, 0.46338364481925964]
[0.517917811870575, 0.5404074788093567, 0.4834813177585602, 0.36377012729644775, 0.5188459157943726]
[0.4869810938835144, 0.5741806030273438, 0.4366385042667389, 0.3179442584514618, 0.5080258250236511]
[0.5168222784996033, 0.5855428576469421, 0.42098477482795715, 0.2790745198726654, 0.5383890271186829]
[0.4943352937698364, 0.5619497895240784, 0.45011693239212036, 0.2900769114494324, 0.48749130964279175]
[0.49091631174087524, 0.5866967439651489, 0.4481782615184784, 0.2963792383670807, 0.5011689066886902]
[0.5723767280578613, 0.5665883421897888, 0.3896578550338745, 0.25977662205696106, 0.5718822479248047]
[0.5473361611366272, 0.5859996676445007, 0.4274366796016693, 0.29429954290390015, 0.554434597492218]
[0.4615524113178253, 0.5530991554260254, 0.46359527111053467, 0.3069911003112793, 0.5122523903846741]
[0.4391655921936035, 0.5562096834182739, 0.45886296033859253, 0.3092040419578552, 0.5058974623680115]
[0.46670448780059814, 0.5674680471420288, 0.46932247281074524, 0.346242219209671, 0.4760722517967224]
[0.510643720626831, 0.5675833821296692, 0.411393404006958, 0.27293696999549866, 0.512529730796814]
[0.47934868931770325, 0.5737340450286865, 0.43648573756217957, 0.3044600486755371, 0.5144878625869751]
[0.5244137048721313, 0.5854747295379639, 0.4228687584400177, 0.281491219997406, 0.5467084646224976]
[0.4935567378997803, 0.585102915763855, 0.43072620034217834, 0.2854960262775421, 0.5374647974967957]
[0.4421969950199127, 0.5404263734817505, 0.51772141456604, 0.3897245526313782, 0.5006712079048157]
[0.5315734148025513, 0.5868755578994751, 0.3947660028934479, 0.2671962082386017, 0.5369799137115479]
[0.4319271743297577, 0.5527439713478088, 0.4617256820201874, 0.32372188568115234, 0.4798280894756317]
