1
重庆市人民政府新闻办公室发布公告称：肖烨等人采取色情勾引、秘拍不雅视频等手段,敲诈数名党政干部和国有企业负责人,肖烨等人已被批准逮捕。官员被免职。重庆，您想转移话题？
[0.5156289935112, 0.5596275329589844, 0.4480399489402771, 0.25767645239830017, 0.5246115922927856]
[0.4757469594478607, 0.5961282253265381, 0.45296189188957214, 0.2892230451107025, 0.504150927066803]
[0.5363602042198181, 0.5728930234909058, 0.4031217396259308, 0.25653570890426636, 0.5867465734481812]
[0.5665860772132874, 0.5954419374465942, 0.4113554060459137, 0.2508612275123596, 0.5504730343818665]
[0.5083295702934265, 0.5324774980545044, 0.4324544668197632, 0.30637067556381226, 0.5416237711906433]
[0.5168865919113159, 0.5385764837265015, 0.42644694447517395, 0.2815534770488739, 0.5579058527946472]
[0.3861181437969208, 0.5467377305030823, 0.4602908194065094, 0.31192654371261597, 0.4748469889163971]
[0.505906879901886, 0.5719923973083496, 0.4375738203525543, 0.28004997968673706, 0.5408904552459717]
[0.5129612684249878, 0.5689331293106079, 0.41691723465919495, 0.29192712903022766, 0.5384604930877686]
[0.5039151906967163, 0.575539231300354, 0.4329298436641693, 0.2750190794467926, 0.5226691365242004]
[0.5701584815979004, 0.5933010578155518, 0.41829830408096313, 0.24708771705627441, 0.5520666241645813]
