0
不一定每天都很好，但每天都会有些小美好在等你。早安
[0.5111913084983826, 0.5677471160888672, 0.4356698989868164, 0.29090026021003723, 0.5557915568351746]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.4105808138847351, 0.5603485107421875, 0.44273173809051514, 0.30233508348464966, 0.46402281522750854]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.4969657063484192, 0.5733881592750549, 0.4374794065952301, 0.2726668119430542, 0.5160481929779053]
[0.49963751435279846, 0.5458055138587952, 0.4727476239204407, 0.31886765360832214, 0.5216673016548157]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.47419872879981995, 0.5671257972717285, 0.4432666599750519, 0.29730093479156494, 0.5194115042686462]
[0.4969657063484192, 0.5733881592750549, 0.4374794065952301, 0.2726668119430542, 0.5160481929779053]
[0.4105808138847351, 0.5603485107421875, 0.44273173809051514, 0.30233508348464966, 0.46402281522750854]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5359452366828918, 0.5762758851051331, 0.42032304406166077, 0.2818448543548584, 0.527566134929657]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.49441203474998474, 0.5787303447723389, 0.434940367937088, 0.2899707853794098, 0.5204011797904968]
[0.511255145072937, 0.5555015802383423, 0.44553065299987793, 0.29960352182388306, 0.5322266817092896]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
