0
＜LI＞：有人说他紧张〜因为这部电影是五月天诺亚方舟！ ！他怕他会哭
[0.457640141248703, 0.5697275996208191, 0.455679714679718, 0.2919031083583832, 0.5195829272270203]
[0.4839470088481903, 0.5779967308044434, 0.4221390187740326, 0.2863987386226654, 0.5044099688529968]
[0.5269915461540222, 0.5853726863861084, 0.4254191815853119, 0.2900409400463104, 0.5544636249542236]
[0.5516114234924316, 0.5824794173240662, 0.3990655243396759, 0.25639230012893677, 0.5870090126991272]
[0.5312802195549011, 0.5740484595298767, 0.41332337260246277, 0.24806618690490723, 0.5413343906402588]
[0.5409312844276428, 0.561209499835968, 0.4344862699508667, 0.27150386571884155, 0.5293979644775391]
[0.5448447465896606, 0.5887895226478577, 0.40751126408576965, 0.2893919050693512, 0.5661707520484924]
[0.5448447465896606, 0.5887895226478577, 0.40751126408576965, 0.2893919050693512, 0.5661707520484924]
[0.5078173875808716, 0.5944697856903076, 0.43657904863357544, 0.2716745436191559, 0.5335966348648071]
[0.502031147480011, 0.5710846185684204, 0.4662691354751587, 0.33401820063591003, 0.5039088726043701]
[0.4781547784805298, 0.5439639091491699, 0.4681873321533203, 0.3310255706310272, 0.5179430842399597]
[0.4970076382160187, 0.5739125609397888, 0.42498934268951416, 0.26189368963241577, 0.534611165523529]
[0.49231457710266113, 0.566729724407196, 0.4299492835998535, 0.313326895236969, 0.4872554838657379]
[0.5366315841674805, 0.5850492119789124, 0.4336358904838562, 0.29066789150238037, 0.5552195310592651]
[0.5066094398498535, 0.5849857330322266, 0.4173597991466522, 0.27221137285232544, 0.5611060261726379]
[0.4479781687259674, 0.550557017326355, 0.46131497621536255, 0.3173685669898987, 0.5103425979614258]
[0.5070428848266602, 0.5322564244270325, 0.4798569083213806, 0.3342791497707367, 0.5066397786140442]
[0.4668639004230499, 0.5134221911430359, 0.49432113766670227, 0.3833177387714386, 0.4643777012825012]
[0.4958997368812561, 0.5924440622329712, 0.4452723264694214, 0.2874932587146759, 0.5435114502906799]
[0.44997525215148926, 0.5499388575553894, 0.4448452889919281, 0.33510932326316833, 0.4788803160190582]
[0.457377552986145, 0.5674981474876404, 0.44233372807502747, 0.27514320611953735, 0.5306517481803894]
[0.5616602897644043, 0.5692716836929321, 0.4234454333782196, 0.27037250995635986, 0.5750030875205994]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5517014861106873, 0.5253233313560486, 0.4734330177307129, 0.41386255621910095, 0.5713526010513306]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5517014861106873, 0.5253233313560486, 0.4734330177307129, 0.41386255621910095, 0.5713526010513306]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
[0.5457084774971008, 0.5252090692520142, 0.47759687900543213, 0.4223909080028534, 0.570915162563324]
