0
喜欢一个人是犯贱的开始 死厚脸皮的找着别人聊天 死厚脸皮的问一句你怎么不理我了 死厚脸皮的叫人家早点睡觉早点回家 死厚脸皮的硬挤出幽默 可能人家收到短信的时候心里在想 他妈的这傻逼怎么这么烦啊
[0.5030614733695984, 0.5326353311538696, 0.4341985285282135, 0.2886037826538086, 0.5317527651786804]
[0.48491665720939636, 0.5853774547576904, 0.4358908534049988, 0.28307443857192993, 0.5233383178710938]
[0.48491665720939636, 0.5853774547576904, 0.4358908534049988, 0.28307443857192993, 0.5233383178710938]
[0.48506200313568115, 0.5660913586616516, 0.4325677454471588, 0.295868456363678, 0.49542316794395447]
[0.5389126539230347, 0.594112753868103, 0.4150352478027344, 0.2609822154045105, 0.5598483085632324]
[0.508009672164917, 0.5805865526199341, 0.42681336402893066, 0.28569573163986206, 0.5164217948913574]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.5193629860877991, 0.5856478810310364, 0.41173920035362244, 0.282301664352417, 0.5441094636917114]
[0.4917965829372406, 0.5642513632774353, 0.44473153352737427, 0.292820006608963, 0.504958987236023]
[0.5246521234512329, 0.5754678845405579, 0.4366746246814728, 0.2792656123638153, 0.5348807573318481]
[0.48491665720939636, 0.5853774547576904, 0.4358908534049988, 0.28307443857192993, 0.5233383178710938]
[0.5271047949790955, 0.5739835500717163, 0.42254260182380676, 0.28144317865371704, 0.5397477149963379]
[0.5431767702102661, 0.58334881067276, 0.41904082894325256, 0.2629167437553406, 0.5662075877189636]
[0.4503721296787262, 0.5435851812362671, 0.45023465156555176, 0.33959248661994934, 0.4784540832042694]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.549691379070282, 0.5871497988700867, 0.4130420386791229, 0.26551756262779236, 0.5281603336334229]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.4889586567878723, 0.5809416770935059, 0.4128008186817169, 0.27835920453071594, 0.5076467394828796]
[0.4882541596889496, 0.5708894729614258, 0.42350396513938904, 0.29531407356262207, 0.5024436116218567]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.49126774072647095, 0.5910831093788147, 0.42211195826530457, 0.27535632252693176, 0.5208421945571899]
[0.5662167072296143, 0.5431170463562012, 0.4180440902709961, 0.254447877407074, 0.58833909034729]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.6314446926116943, 0.5596553683280945, 0.38216057419776917, 0.24828824400901794, 0.6096954941749573]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.4658898115158081, 0.5648179650306702, 0.4188479781150818, 0.27575767040252686, 0.5092318654060364]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5226256847381592, 0.5706531405448914, 0.4140840768814087, 0.2833205461502075, 0.5364401340484619]
[0.508831262588501, 0.5831599831581116, 0.4445125460624695, 0.26795127987861633, 0.545348584651947]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.43928033113479614, 0.5755216479301453, 0.43812182545661926, 0.28464990854263306, 0.4676651954650879]
[0.4970470368862152, 0.5656078457832336, 0.4112522304058075, 0.26936498284339905, 0.5368450880050659]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.48753640055656433, 0.5572752356529236, 0.4564836323261261, 0.3137587308883667, 0.4789237380027771]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.49555298686027527, 0.570673942565918, 0.4313119649887085, 0.2879068851470947, 0.5146951675415039]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.4942691922187805, 0.5742006897926331, 0.4271380305290222, 0.29447606205940247, 0.5260596871376038]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.42441490292549133, 0.5676126480102539, 0.4618966281414032, 0.3119684159755707, 0.45158058404922485]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.48566725850105286, 0.5671713948249817, 0.43039610981941223, 0.30456268787384033, 0.48655471205711365]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5416731834411621, 0.5942814946174622, 0.41240358352661133, 0.25701361894607544, 0.5466065406799316]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.48349303007125854, 0.5528541207313538, 0.4611849784851074, 0.38101696968078613, 0.5232805609703064]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5364307165145874, 0.5836255550384521, 0.3997720777988434, 0.28619977831840515, 0.545320451259613]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.43058130145072937, 0.5495636463165283, 0.4356967806816101, 0.30102860927581787, 0.5052710175514221]
[0.4922502636909485, 0.5648709535598755, 0.4193039834499359, 0.2953922748565674, 0.5060715675354004]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.48506200313568115, 0.5660913586616516, 0.4325677454471588, 0.295868456363678, 0.49542316794395447]
[0.5145264863967896, 0.5859043598175049, 0.41992831230163574, 0.2939397692680359, 0.530739963054657]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.48162388801574707, 0.5857377648353577, 0.44724929332733154, 0.29191696643829346, 0.4917665123939514]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.34681475162506104, 0.5284823179244995, 0.5336217880249023, 0.5032497048377991, 0.49618038535118103]
[0.5259044170379639, 0.5689482092857361, 0.4146970510482788, 0.31764400005340576, 0.5368132591247559]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5760390162467957, 0.5957454442977905, 0.3928932249546051, 0.2522331774234772, 0.5792338848114014]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5082166194915771, 0.5528255701065063, 0.4439311921596527, 0.33543816208839417, 0.5217074751853943]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
[0.5483404994010925, 0.5815660953521729, 0.41870981454849243, 0.2822166681289673, 0.5476154088973999]
[0.5249050259590149, 0.5625948905944824, 0.44640442728996277, 0.29679110646247864, 0.5319192409515381]
