0
#原来是这样#【鲁民村vs五所村】说到鲁民村，很多人肯定都不知所说何处，但是说到五所村相信大家都知道了吧！鲁民村就是五所村的“前世”哦~
[0.4874369204044342, 0.5360186100006104, 0.5091562867164612, 0.4271024465560913, 0.540016770362854]
[0.45914486050605774, 0.5553573369979858, 0.4471626281738281, 0.31687188148498535, 0.46200060844421387]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5549872517585754, 0.5837520360946655, 0.4063977599143982, 0.26658716797828674, 0.5534478425979614]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.3525565266609192, 0.5549966096878052, 0.4557444751262665, 0.29298844933509827, 0.43208077549934387]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.3523637354373932, 0.5358112454414368, 0.4814099073410034, 0.3527182638645172, 0.41504937410354614]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.3321322500705719, 0.5619553327560425, 0.44466179609298706, 0.28787761926651, 0.4495306611061096]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5975375771522522, 0.5803749561309814, 0.36947938799858093, 0.21858201920986176, 0.5998666286468506]
[0.3321322500705719, 0.5619553327560425, 0.44466179609298706, 0.28787761926651, 0.4495306611061096]
[0.5842828750610352, 0.5663617253303528, 0.39695677161216736, 0.2735901176929474, 0.5822378993034363]
[0.5107767581939697, 0.5793203711509705, 0.40986117720603943, 0.2352598011493683, 0.5346971750259399]
[0.3525565266609192, 0.5549966096878052, 0.4557444751262665, 0.29298844933509827, 0.43208077549934387]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.47432589530944824, 0.5662267208099365, 0.4667833149433136, 0.28679850697517395, 0.484686017036438]
[0.5300263166427612, 0.5812479853630066, 0.41425544023513794, 0.2580432891845703, 0.5546272993087769]
[0.5334179401397705, 0.5957356095314026, 0.4279685914516449, 0.27414384484291077, 0.5575566291809082]
[0.5334179401397705, 0.5957356095314026, 0.4279685914516449, 0.27414384484291077, 0.5575566291809082]
[0.46601602435112, 0.5651649832725525, 0.4377492070198059, 0.2894585430622101, 0.48092910647392273]
[0.5400903820991516, 0.5835076570510864, 0.4344645142555237, 0.26322659850120544, 0.5375416874885559]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5268109440803528, 0.5807551145553589, 0.4477822780609131, 0.28761976957321167, 0.5530526638031006]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5187511444091797, 0.5657637715339661, 0.4381132125854492, 0.2819228768348694, 0.518878698348999]
[0.5187511444091797, 0.5657637715339661, 0.4381132125854492, 0.2819228768348694, 0.518878698348999]
[0.5132416486740112, 0.5765411257743835, 0.4204089343547821, 0.2780870497226715, 0.5275075435638428]
[0.5400903820991516, 0.5835076570510864, 0.4344645142555237, 0.26322659850120544, 0.5375416874885559]
[0.5160489678382874, 0.5655227303504944, 0.4237113296985626, 0.31068140268325806, 0.518277108669281]
[0.5400903820991516, 0.5835076570510864, 0.4344645142555237, 0.26322659850120544, 0.5375416874885559]
[0.5187511444091797, 0.5657637715339661, 0.4381132125854492, 0.2819228768348694, 0.518878698348999]
