0
恭迎农历九月三十日药师佛圣诞。南无药师琉璃光如来。南无药师琉璃光如来。南无药师琉璃光如来。
[0.5078898668289185, 0.5378060936927795, 0.5296658873558044, 0.4720855951309204, 0.53460294008255]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5548405647277832, 0.5583589673042297, 0.4253360331058502, 0.27063241600990295, 0.5653175711631775]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.49819183349609375, 0.5695810914039612, 0.4092336595058441, 0.28381651639938354, 0.5330636501312256]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.47377800941467285, 0.5830666422843933, 0.4349052906036377, 0.29480642080307007, 0.5213487148284912]
[0.4756415784358978, 0.5476953983306885, 0.4760114550590515, 0.30684980750083923, 0.5377017259597778]
[0.540447473526001, 0.5784324407577515, 0.414349764585495, 0.25513651967048645, 0.54449063539505]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5404728055000305, 0.5789419412612915, 0.39762797951698303, 0.2647416293621063, 0.5580177307128906]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5417723655700684, 0.5742986798286438, 0.3879247009754181, 0.2718975245952606, 0.5477868318557739]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5956063270568848, 0.5491649508476257, 0.4311303198337555, 0.3550580143928528, 0.5517617464065552]
[0.6078826785087585, 0.5707478523254395, 0.3655558228492737, 0.22177572548389435, 0.5965967774391174]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.4876185953617096, 0.5854422450065613, 0.43578293919563293, 0.32320743799209595, 0.5463813543319702]
[0.5763856172561646, 0.5880316495895386, 0.384017676115036, 0.2317882776260376, 0.5864579677581787]
[0.5878739356994629, 0.577288806438446, 0.4008293151855469, 0.2597392797470093, 0.5596868395805359]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5108460783958435, 0.5366912484169006, 0.42695286870002747, 0.30109837651252747, 0.5304975509643555]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.47626781463623047, 0.563987135887146, 0.4408378303050995, 0.30074506998062134, 0.5201403498649597]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.47513332962989807, 0.5243040323257446, 0.47567346692085266, 0.3707946836948395, 0.5013978481292725]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.514091432094574, 0.5695805549621582, 0.42155343294143677, 0.2841312289237976, 0.5458709597587585]
[0.47626781463623047, 0.563987135887146, 0.4408378303050995, 0.30074506998062134, 0.5201403498649597]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5126166343688965, 0.5342970490455627, 0.4480908215045929, 0.2986707091331482, 0.540097713470459]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5099102258682251, 0.5671187043190002, 0.42635345458984375, 0.27688902616500854, 0.5552691221237183]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5525694489479065, 0.5376635789871216, 0.4270979166030884, 0.28408899903297424, 0.5669914484024048]
[0.5078898668289185, 0.5378060936927795, 0.5296658873558044, 0.4720855951309204, 0.53460294008255]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.4887000024318695, 0.5852256417274475, 0.437833696603775, 0.28555768728256226, 0.5395693182945251]
[0.509015679359436, 0.5553707480430603, 0.47114649415016174, 0.3182651102542877, 0.5460030436515808]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5017962455749512, 0.5501315593719482, 0.41972190141677856, 0.2539141774177551, 0.5541115403175354]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5212686061859131, 0.5426516532897949, 0.4246550500392914, 0.26094740629196167, 0.5596072673797607]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5017962455749512, 0.5501315593719482, 0.41972190141677856, 0.2539141774177551, 0.5541115403175354]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.4876185953617096, 0.5854422450065613, 0.43578293919563293, 0.32320743799209595, 0.5463813543319702]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5956063270568848, 0.5491649508476257, 0.4311303198337555, 0.3550580143928528, 0.5517617464065552]
[0.5099102258682251, 0.5671187043190002, 0.42635345458984375, 0.27688902616500854, 0.5552691221237183]
[0.5224481821060181, 0.5729219913482666, 0.42719125747680664, 0.2739661931991577, 0.5166744589805603]
[0.6078826785087585, 0.5707478523254395, 0.3655558228492737, 0.22177572548389435, 0.5965967774391174]
[0.6230607032775879, 0.5706232786178589, 0.3918916881084442, 0.24823613464832306, 0.603438138961792]
[0.514091432094574, 0.5695805549621582, 0.42155343294143677, 0.2841312289237976, 0.5458709597587585]
[0.4181508719921112, 0.5761582851409912, 0.43513810634613037, 0.300929456949234, 0.49463775753974915]
[0.507692813873291, 0.5846737027168274, 0.4159727394580841, 0.27109482884407043, 0.537311315536499]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.4855436086654663, 0.5165920257568359, 0.4680657982826233, 0.35339778661727905, 0.4832121431827545]
[0.4866572320461273, 0.5526703000068665, 0.4351811408996582, 0.2812921106815338, 0.5555393695831299]
[0.5841460227966309, 0.5941684246063232, 0.420367568731308, 0.26872411370277405, 0.5891847014427185]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
[0.5070725679397583, 0.5795678496360779, 0.4309682846069336, 0.25872695446014404, 0.538472592830658]
